row_id,transaction_id,date,time,sku,location,channel,quantity,gross_revenue,net_revenue,vat,cost,gross_profit,discount_amount,discount_pct,is_return
ROW00066468,TXN0028896,2025-10-19,14:34:38,SKU1051,Store C,Retail,1.0,1.328,1.0709,0.2571,0.4627,0.6082,0.0,0.0,False
ROW00066473,TXN0028898,2025-10-19,14:42:37,SKU0169,Store C,Retail,6.0,1.992,1.6065,0.3855,0.6972,0.9093,0.0,0.0,False
ROW00066505,TXN0028911,2025-10-19,17:15:10,SKU0140,Store C,Retail,1.0,1.826,1.4726,0.3534,0.913,0.5596,0.0,0.0,False
ROW00066530,TXN0028922,2025-10-20,13:10:16,SKU0189,Store A,Retail,3.0,0.747,0.6024,0.1446,0.0792,0.5232,0.0,0.0,False
ROW00066552,TXN0028933,2025-10-20,16:30:45,SKU1787,Store A,Retail,1.0,2.6145,2.1084,0.5061,1.4027,0.7057,0.2905,0.1,False
ROW00066556,TXN0028934,2025-10-20,16:32:49,SKU0652,Store A,Retail,1.0,1.1205,0.9036,0.2169,0.3063,0.5974,0.1245,0.1,False
ROW00066615,TXN0028961,2025-10-20,12:11:16,SKU0140,Store B,Retail,1.0,1.826,1.4726,0.3534,0.7719,0.7007,0.0,0.0,False
ROW00066646,TXN0028976,2025-10-20,14:54:05,SKU1733,Store B,Retail,1.0,1.826,1.4726,0.3534,0.8466,0.626,0.0,0.0,False
ROW00066650,TXN0028979,2025-10-20,15:10:42,SKU0582,Store B,Retail,1.0,0.415,0.3347,0.0803,0.0913,0.2434,0.0,0.0,False
ROW00066720,TXN0029012,2025-10-20,11:01:54,SKU1680,Store C,Retail,1.0,1.328,1.0709,0.2571,0.5976,0.4733,0.332,0.2,False
ROW00066754,TXN0029032,2025-10-20,13:53:02,SKU0798,Store C,Retail,1.0,3.154,2.5435,0.6105,1.2865,1.257,0.0,0.0,False
ROW00066774,TXN0029041,2025-10-20,15:23:42,SKU1626,Store C,Retail,1.0,1.411,1.1379,0.2731,0.747,0.3909,0.0,0.0,False
ROW00066812,TXN0029064,2025-10-20,18:19:18,SKU1722,Store C,Retail,2.0,0.664,0.5355,0.1285,0.1853,0.3503,0.0,0.0,False
ROW00066824,TXN0029070,2025-10-20,19:37:12,SKU0812,Store C,Retail,1.0,0.415,0.3347,0.0803,0.0,0.3347,0.0,0.0,False
ROW00066849,TXN0029081,2025-10-21,13:02:15,SKU1739,Store A,Retail,1.0,0.747,0.6024,0.1446,0.3071,0.2953,0.0,0.0,False
ROW00066868,TXN0029086,2025-10-21,13:46:15,SKU0630,Store A,Retail,1.0,0.83,0.6694,0.1606,0.3604,0.309,0.0,0.0,False
ROW00066891,TXN0029095,2025-10-21,15:24:42,SKU0845,Store A,Retail,1.0,1.411,1.1379,0.2731,0.5395,0.5984,0.0,0.0,False
ROW00066952,TXN0029122,2025-10-21,11:47:45,SKU0710,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3154,0.4209,0.0,0.0,False
ROW00066964,TXN0029129,2025-10-21,12:58:17,SKU1686,Store B,Retail,1.0,1.411,1.1379,0.2731,0.5354,0.6026,0.0,0.0,False
ROW00066976,TXN0029134,2025-10-21,13:44:14,SKU0710,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3154,0.4209,0.0,0.0,False
ROW00067003,TXN0029149,2025-10-21,14:45:44,SKU1724,Store B,Retail,1.0,3.32,2.6774,0.6426,1.5687,1.1087,0.0,0.0,False
ROW00067014,TXN0029154,2025-10-21,15:34:52,SKU1618,Store B,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00067139,TXN0029215,2025-10-21,14:36:12,SKU1609,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00067143,TXN0029217,2025-10-21,14:38:33,SKU1242,Store C,Retail,1.0,0.747,0.6024,0.1446,0.2158,0.3866,0.0,0.0,False
ROW00067168,TXN0029231,2025-10-21,17:17:45,SKU0001,Store C,Retail,1.0,0.249,0.2008,0.0482,0.0433,0.1575,0.0,0.0,False
ROW00067200,TXN0029245,2025-10-21,19:54:52,SKU1518,Store C,Retail,1.0,0.747,0.6024,0.1446,0.3818,0.2206,0.0,0.0,False
ROW00067204,TXN0029246,2025-10-21,16:53:01,SKU0681,Warehouse,Wholesale,12.0,11.1154,8.964,2.1514,4.8804,4.0836,2.8286,0.2029,False
ROW00067228,TXN0029255,2025-10-22,14:15:47,SKU1404,Store A,Retail,1.0,0.996,0.8032,0.1928,0.3726,0.4306,0.0,0.0,False
ROW00067249,TXN0029264,2025-10-22,15:21:45,SKU0065,Store A,Retail,1.0,0.8217,0.6627,0.159,0.3735,0.2892,0.0913,0.1,False
ROW00067281,TXN0029278,2025-10-22,17:51:41,SKU0153,Store A,Retail,1.0,0.3735,0.3012,0.0723,0.1231,0.1781,0.0,0.0,False
ROW00067328,TXN0029297,2025-10-22,13:06:36,SKU0455,Store B,Retail,1.0,0.4482,0.3615,0.0867,0.2158,0.1457,0.0498,0.1,False
ROW00067344,TXN0029305,2025-10-22,15:03:38,SKU1788,Store B,Retail,1.0,2.905,2.3428,0.5622,1.328,1.0148,0.0,0.0,False
ROW00067396,TXN0029339,2025-10-22,19:50:11,SKU0099,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00067437,TXN0029360,2025-10-22,14:01:22,SKU0548,Store C,Retail,1.0,1.4608,1.1781,0.2827,0.5727,0.6054,0.3652,0.2,False
ROW00067475,TXN0029374,2025-10-22,15:02:20,SKU1727,Store C,Retail,1.0,3.32,2.6774,0.6426,1.5687,1.1087,0.0,0.0,False
ROW00067516,TXN0029391,2025-10-22,16:32:22,SKU1322,Store C,Retail,2.0,2.822,2.2758,0.5462,1.245,1.0308,0.0,0.0,False
ROW00067524,TXN0029394,2025-10-22,16:56:18,SKU0046,Store C,Retail,1.0,0.83,0.6694,0.1606,0.7055,-0.0361,0.664,0.4444,False
ROW00067528,TXN0029394,2025-10-22,16:56:18,SKU0992,Store C,Retail,1.0,0.83,0.6694,0.1606,0.3237,0.3457,0.0,0.0,False
ROW00067562,TXN0029413,2025-10-23,10:48:59,SKU0583,Store A,Retail,2.0,0.332,0.2678,0.0642,0.0498,0.218,0.0,0.0,False
ROW00067592,TXN0029430,2025-10-23,16:06:37,SKU0819,Store A,Retail,1.0,2.075,1.6734,0.4016,0.9711,0.7023,0.0,0.0,False
ROW00067634,TXN0029449,2025-10-23,12:05:32,SKU1764,Store B,Retail,1.0,2.158,1.7403,0.4177,0.6391,1.1012,0.0,0.0,False
ROW00067673,TXN0029472,2025-10-23,14:44:45,SKU0680,Store B,Retail,1.0,3.071,2.4766,0.5944,0.7619,1.7148,0.0,0.0,False
ROW00067681,TXN0029477,2025-10-23,15:41:56,SKU0680,Store B,Retail,1.0,3.071,2.4766,0.5944,0.7619,1.7148,0.0,0.0,False
ROW00067687,TXN0029482,2025-10-23,16:20:20,SKU1326,Store B,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00067767,TXN0029527,2025-10-23,13:02:38,SKU0711,Store C,Retail,1.0,0.747,0.6024,0.1446,0.2905,0.3119,0.0,0.0,False
ROW00067770,TXN0029527,2025-10-23,13:02:38,SKU1722,Store C,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00067814,TXN0029545,2025-10-23,16:43:44,SKU0463,Store C,Retail,1.0,0.498,0.4016,0.0964,0.1577,0.2439,0.0,0.0,False
ROW00067846,TXN0029557,2025-10-24,10:16:45,SKU0950,Store A,Retail,1.0,0.4482,0.3615,0.0867,0.1743,0.1872,0.0498,0.1,False
ROW00067876,TXN0029572,2025-10-24,15:09:58,SKU0630,Store A,Retail,1.0,0.83,0.6694,0.1606,0.3604,0.309,0.0,0.0,False
ROW00067885,TXN0029575,2025-10-24,15:51:58,SKU0756,Store A,Retail,2.0,0.4482,0.3615,0.0867,0.1677,0.1938,0.0498,0.1,False
ROW00068001,TXN0029628,2025-10-24,14:41:31,SKU1323,Store B,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00068014,TXN0029636,2025-10-24,15:19:47,SKU0712,Store B,Retail,1.0,1.245,1.0041,0.2409,0.3071,0.697,0.0,0.0,False
ROW00068045,TXN0029653,2025-10-24,18:44:50,SKU1629,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00068050,TXN0029655,2025-10-24,19:14:46,SKU1521,Store B,Retail,1.0,1.66,1.3387,0.3213,0.7387,0.6,0.0,0.0,False
ROW00068119,TXN0029686,2025-10-24,14:39:08,SKU0698,Store C,Retail,2.0,3.4362,2.7711,0.6651,1.2063,1.5648,0.3818,0.1,False
ROW00068142,TXN0029699,2025-10-24,17:19:17,SKU1049,Store C,Retail,1.0,1.245,1.0041,0.2409,0.3583,0.6457,0.0,0.0,False
ROW00068145,TXN0029701,2025-10-24,17:36:01,SKU0551,Store C,Retail,1.0,2.241,1.8072,0.4338,0.9545,0.8527,0.0,0.0,False
ROW00068161,TXN0029708,2025-10-25,10:37:19,SKU1297,Store A,Retail,1.0,2.324,1.8742,0.4498,1.0043,0.8699,0.0,0.0,False
ROW00068186,TXN0029714,2025-10-25,12:39:43,SKU1741,Store A,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00068232,TXN0029732,2025-10-25,15:20:05,SKU0189,Store A,Retail,1.0,0.249,0.2008,0.0482,0.0264,0.1744,0.0,0.0,False
ROW00068269,TXN0029743,2025-10-25,17:31:42,SKU1322,Store A,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00068296,TXN0029752,2025-10-25,20:11:34,SKU0008,Store A,Retail,1.0,0.581,0.4685,0.1125,0.2094,0.2591,0.0,0.0,False
ROW00068319,TXN0029763,2025-10-25,13:21:30,SKU0841,Store B,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00068335,TXN0029774,2025-10-25,14:06:21,SKU1383,Store B,Retail,1.0,2.8386,2.2892,0.5494,1.4193,0.8699,0.3154,0.1,False
ROW00068395,TXN0029806,2025-10-25,17:52:47,SKU1722,Store B,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00068414,TXN0029814,2025-10-25,19:47:29,SKU0821,Store B,Retail,3.0,0.498,0.4016,0.0964,0.1868,0.2149,0.0,0.0,False
ROW00068447,TXN0029824,2025-10-25,10:57:46,SKU0545,Store C,Retail,1.0,1.494,1.2048,0.2892,0.6889,0.5159,0.0,0.0,False
ROW00068450,TXN0029824,2025-10-25,10:57:46,SKU0904,Store C,Retail,1.0,8.217,6.6266,1.5904,4.0911,2.5356,0.83,0.0917,False
ROW00068461,TXN0029827,2025-10-25,11:52:58,SKU0444,Store C,Retail,1.0,0.415,0.3347,0.0803,0.0805,0.2541,0.0,0.0,False
ROW00068523,TXN0029855,2025-10-25,14:49:10,SKU1722,Store C,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00068571,TXN0029876,2025-10-25,16:00:08,SKU0551,Store C,Retail,1.0,2.241,1.8072,0.4338,0.9545,0.8527,0.0,0.0,False
ROW00068609,TXN0029878,2025-10-25,16:03:17,SKU1624,Store C,Retail,1.0,1.411,1.1379,0.2731,0.747,0.3909,0.0,0.0,False
ROW00068611,TXN0029878,2025-10-25,16:03:17,SKU1629,Store C,Retail,4.0,0.332,0.332,0.0,0.332,0.0,0.0,0.0,False
ROW00068629,TXN0029880,2025-10-25,16:06:51,SKU1463,Store C,Retail,1.0,0.996,0.8032,0.1928,0.4233,0.3799,0.0,0.0,False
ROW00068630,TXN0029880,2025-10-25,16:06:51,SKU1492,Store C,Retail,1.0,0.996,0.8032,0.1928,0.4233,0.3799,0.0,0.0,False
ROW00068746,TXN0029938,2025-10-26,16:02:58,SKU1243,Store A,Retail,1.0,0.747,0.6024,0.1446,0.2905,0.3119,0.0,0.0,False
ROW00068761,TXN0029946,2025-10-26,17:53:43,SKU1081,Store A,Retail,1.0,1.1205,0.9036,0.2169,0.3818,0.5218,0.1245,0.1,False
ROW00068808,TXN0029966,2025-10-26,14:07:15,SKU1701,Store B,Retail,1.0,1.079,0.8702,0.2088,0.4897,0.3805,0.0,0.0,False
ROW00068830,TXN0029976,2025-10-26,15:25:26,SKU1694,Store B,Retail,2.0,2.49,2.0081,0.4819,1.1454,0.8627,0.0,0.0,False
ROW00068843,TXN0029982,2025-10-26,16:15:59,SKU1744,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00068893,TXN0030012,2025-10-26,11:37:19,SKU0092,Store C,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00068899,TXN0030014,2025-10-26,11:41:20,SKU1420,Store C,Retail,1.0,0.913,0.7363,0.1767,0.4482,0.2881,0.0,0.0,False
ROW00068901,TXN0030015,2025-10-26,11:56:50,SKU0494,Store C,Retail,1.0,2.656,2.1419,0.5141,1.0707,1.0712,0.0,0.0,False
ROW00068969,TXN0030039,2025-10-26,14:29:39,SKU1722,Store C,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00069025,TXN0030081,2025-10-26,17:39:08,SKU1460,Store C,Retail,1.0,1.079,0.8702,0.2088,0.5644,0.3058,0.0,0.0,False
ROW00069050,TXN0030099,2025-10-27,15:44:54,SKU1722,Store A,Retail,2.0,0.664,0.5355,0.1285,0.1853,0.3503,0.0,0.0,False
ROW00069108,TXN0030124,2025-10-27,17:19:37,SKU0800,Store B,Retail,1.0,3.154,2.5435,0.6105,1.2035,1.34,0.0,0.0,False
ROW00069136,TXN0030134,2025-10-27,19:30:07,SKU0174,Store B,Retail,1.0,1.577,1.2718,0.3052,0.4067,0.8651,0.0,0.0,False
ROW00069163,TXN0030148,2025-10-27,16:27:44,SKU0583,Store C,Retail,1.0,0.166,0.1339,0.0321,0.0251,0.1088,0.0,0.0,False
ROW00069193,TXN0030163,2025-10-28,12:59:07,SKU1609,Store A,Retail,1.0,1.1952,0.9639,0.2313,0.664,0.2999,0.2158,0.1529,False
ROW00069232,TXN0030182,2025-10-28,17:11:40,SKU0096,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00069258,TXN0030197,2025-10-28,15:26:23,SKU0008,Store B,Retail,1.0,0.581,0.4685,0.1125,0.2094,0.2591,0.0,0.0,False
ROW00069284,TXN0030209,2025-10-28,18:47:57,SKU1270,Store B,Retail,1.0,1.494,1.2048,0.2892,0.6142,0.5906,0.0,0.0,False
ROW00069354,TXN0030246,2025-10-28,16:24:05,SKU1174,Store C,Retail,1.0,0.747,0.6024,0.1446,0.2573,0.3451,0.0,0.0,False
ROW00069368,TXN0030252,2025-10-28,19:22:47,SKU0070,Store C,Retail,1.0,1.577,1.2718,0.3052,0.6225,0.6493,0.0,0.0,False
ROW00069378,TXN0030255,2025-10-28,08:58:10,SKU0532,Warehouse,Wholesale,12.0,20.9957,16.932,4.0637,11.7528,5.1792,15.8563,0.4303,False
ROW00069388,TXN0030258,2025-10-29,11:38:59,SKU0426,Store A,Retail,1.0,2.241,1.8072,0.4338,1.1371,0.6701,0.249,0.1,False
ROW00069394,TXN0030263,2025-10-29,13:08:11,SKU0551,Store A,Retail,4.0,8.964,7.2291,1.7349,3.818,3.4111,0.0,0.0,False
ROW00069484,TXN0030306,2025-10-29,17:13:29,SKU1425,Store B,Retail,1.0,1.66,1.3387,0.3213,0.7387,0.6,0.0,0.0,False
ROW00069502,TXN0030312,2025-10-29,17:59:24,SKU0816,Store B,Retail,1.0,0.415,0.3347,0.0803,0.1224,0.2122,0.0,0.0,False
ROW00069508,TXN0030317,2025-10-29,19:10:53,SKU0117,Store B,Retail,2.0,4.814,3.8822,0.9318,1.909,1.9732,0.0,0.0,False
ROW00069557,TXN0030336,2025-10-29,16:58:23,SKU0841,Store C,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00069593,TXN0030351,2025-10-30,13:53:03,SKU0755,Store A,Retail,1.0,0.249,0.2008,0.0482,0.0838,0.1169,0.0,0.0,False
ROW00069639,TXN0030367,2025-10-30,19:05:50,SKU1081,Store A,Retail,1.0,1.245,1.0041,0.2409,0.3818,0.6223,0.0,0.0,False
ROW00069667,TXN0030380,2025-10-30,13:17:53,SKU1700,Store B,Retail,1.0,1.079,0.8702,0.2088,0.4897,0.3805,0.0,0.0,False
ROW00069691,TXN0030388,2025-10-30,14:44:37,SKU1688,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3071,0.4292,0.0,0.0,False
ROW00069728,TXN0030401,2025-10-30,17:52:14,SKU0153,Store B,Retail,1.0,0.3735,0.3012,0.0723,0.1231,0.1781,0.0,0.0,False
ROW00069761,TXN0030414,2025-10-30,12:30:30,SKU1767,Store C,Retail,1.0,2.158,1.7403,0.4177,0.6391,1.1012,0.0,0.0,False
ROW00069781,TXN0030424,2025-10-30,14:59:20,SKU1510,Store C,Retail,2.0,1.494,1.2048,0.2892,0.7636,0.4412,0.0,0.0,False
ROW00069791,TXN0030430,2025-10-30,15:47:33,SKU0001,Store C,Retail,6.0,1.494,1.2048,0.2892,0.26,0.9449,0.0,0.0,False
ROW00069887,TXN0030462,2025-10-31,15:43:49,SKU0401,Store A,Retail,1.0,2.6145,2.1084,0.5061,1.1205,0.9879,0.2905,0.1,False
ROW00069927,TXN0030478,2025-10-31,19:20:04,SKU0099,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00069943,TXN0030481,2025-10-31,20:07:37,SKU0172,Store A,Retail,1.0,1.162,0.9371,0.2249,0.3486,0.5885,0.0,0.0,False
ROW00069990,TXN0030505,2025-10-31,14:41:03,SKU1694,Store B,Retail,1.0,1.245,1.0041,0.2409,0.5727,0.4314,0.0,0.0,False
ROW00070011,TXN0030519,2025-10-31,15:40:06,SKU0155,Store B,Retail,2.0,2.6892,2.1687,0.5205,0.664,1.5047,0.2988,0.1,False
ROW00070022,TXN0030525,2025-10-31,17:24:52,SKU0613,Store B,Retail,1.0,1.162,0.9371,0.2249,0.5561,0.381,0.0,0.0,False
ROW00070112,TXN0030560,2025-10-31,16:15:29,SKU1321,Store C,Retail,2.0,2.822,2.2758,0.5462,1.245,1.0308,0.0,0.0,False
ROW00070115,TXN0030561,2025-10-31,16:23:18,SKU1543,Store C,Retail,3.0,4.98,4.0161,0.9639,2.4153,1.6008,0.0,0.0,False
ROW00070118,TXN0030562,2025-10-31,16:25:50,SKU1322,Store C,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00070147,TXN0030578,2025-11-01,11:03:02,SKU1108,Store A,Retail,1.0,13.4045,10.8101,2.5944,7.1787,3.6314,1.494,0.1003,False
ROW00070219,TXN0030600,2025-11-01,15:05:26,SKU0692,Store A,Retail,1.0,0.4482,0.3615,0.0867,0.21,0.1515,0.0498,0.1,False
ROW00070237,TXN0030606,2025-11-01,15:34:34,SKU0912,Store A,Retail,1.0,3.6603,2.9519,0.7084,2.0999,0.852,0.4067,0.1,False
ROW00070264,TXN0030616,2025-11-01,18:43:06,SKU1697,Store A,Retail,1.0,1.494,1.2048,0.2892,0.4897,0.7151,0.166,0.1,False
ROW00070288,TXN0030629,2025-11-01,12:08:14,SKU0821,Store B,Retail,3.0,0.498,0.4016,0.0964,0.1868,0.2149,0.0,0.0,False
ROW00070316,TXN0030641,2025-11-01,15:41:48,SKU1723,Store B,Retail,1.0,2.988,2.4097,0.5783,1.5687,0.841,0.332,0.1,False
ROW00070327,TXN0030647,2025-11-01,16:02:10,SKU1270,Store B,Retail,1.0,1.494,1.2048,0.2892,0.6142,0.5906,0.0,0.0,False
ROW00070394,TXN0030681,2025-11-01,13:46:02,SKU1722,Store C,Retail,2.0,0.664,0.5355,0.1285,0.1853,0.3503,0.0,0.0,False
ROW00070429,TXN0030698,2025-11-01,15:39:29,SKU1615,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00070456,TXN0030713,2025-11-01,18:48:41,SKU1314,Store C,Retail,1.0,1.66,1.3387,0.3213,0.8466,0.4921,0.0,0.0,False
ROW00070550,TXN0030757,2025-11-02,17:20:27,SKU0634,Store A,Retail,1.0,1.826,1.4726,0.3534,0.7288,0.7438,0.0,0.0,False
ROW00070554,TXN0030761,2025-11-02,17:33:15,SKU0476,Store A,Retail,1.0,1.162,0.9371,0.2249,0.5146,0.4225,0.0,0.0,False
ROW00070573,TXN0030772,2025-11-02,18:34:48,SKU0950,Store A,Retail,1.0,0.498,0.4016,0.0964,0.1743,0.2273,0.0,0.0,False
ROW00070577,TXN0030775,2025-11-02,18:41:10,SKU1485,Store A,Retail,5.0,1.1205,0.9036,0.2169,0.6391,0.2645,0.1245,0.1,False
ROW00070583,TXN0030779,2025-11-02,11:36:02,SKU1722,Store B,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00070656,TXN0030804,2025-11-02,15:21:15,SKU1097,Store B,Retail,1.0,2.49,2.0081,0.4819,1.1121,0.896,0.0,0.0,False
ROW00070660,TXN0030805,2025-11-02,15:59:42,SKU1524,Store B,Retail,1.0,2.075,1.6734,0.4016,0.9296,0.7438,0.0,0.0,False
ROW00070718,TXN0030837,2025-11-02,12:27:10,SKU1369,Store C,Retail,1.0,0.415,0.3347,0.0803,0.5644,-0.2297,0.83,0.6667,False
ROW00070745,TXN0030846,2025-11-02,13:39:34,SKU1511,Store C,Retail,1.0,0.747,0.6024,0.1446,0.3818,0.2206,0.0,0.0,False
ROW00070768,TXN0030860,2025-11-02,16:27:50,SKU0664,Store C,Retail,1.0,4.233,3.4137,0.8193,1.9123,1.5014,0.0,0.0,False
ROW00070832,TXN0030887,2025-11-03,19:14:48,SKU0474,Store A,Retail,3.0,1.245,1.0041,0.2409,0.4233,0.5808,0.0,0.0,False
ROW00070833,TXN0030887,2025-11-03,19:14:48,SKU0583,Store A,Retail,1.0,0.166,0.1339,0.0321,0.0249,0.109,0.0,0.0,False
ROW00070846,TXN0030894,2025-11-03,13:18:09,SKU0582,Store B,Retail,2.0,0.83,0.6694,0.1606,0.1826,0.4868,0.0,0.0,False
ROW00070869,TXN0030907,2025-11-03,17:10:01,SKU1321,Store B,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00070946,TXN0030944,2025-11-03,18:49:40,SKU1077,Store C,Retail,1.0,1.66,1.3387,0.3213,0.6557,0.683,0.0,0.0,False
ROW00070970,TXN0030950,2025-11-04,12:41:38,SKU1609,Store A,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00071010,TXN0030969,2025-11-04,16:24:04,SKU1404,Store A,Retail,1.0,0.8964,0.7229,0.1735,0.3726,0.3503,0.0996,0.1,False
ROW00071016,TXN0030971,2025-11-04,16:25:43,SKU1077,Store A,Retail,1.0,1.494,1.2048,0.2892,0.6557,0.5491,0.166,0.1,False
ROW00071087,TXN0031003,2025-11-04,18:52:17,SKU0153,Store B,Retail,1.0,0.3735,0.3012,0.0723,0.1231,0.1781,0.0,0.0,False
ROW00071109,TXN0031013,2025-11-04,12:41:00,SKU0841,Store C,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00071139,TXN0031024,2025-11-04,16:02:16,SKU0401,Store C,Retail,1.0,2.905,2.3428,0.5622,1.1205,1.2223,0.0,0.0,False
ROW00071170,TXN0031038,2025-11-04,19:21:32,SKU1790,Store C,Retail,1.0,2.905,2.3428,0.5622,1.4027,0.9401,0.0,0.0,False
ROW00071178,TXN0031044,2025-11-04,09:52:52,SKU1009,Warehouse,Wholesale,12.0,11.7329,9.462,2.2709,5.2788,4.1832,6.1951,0.3456,False
ROW00071188,TXN0031046,2025-11-05,11:44:45,SKU0993,Store A,Retail,1.0,1.162,0.9371,0.2249,0.4897,0.4474,0.0,0.0,False
ROW00071198,TXN0031049,2025-11-05,15:27:52,SKU1510,Store A,Retail,1.0,0.6723,0.5422,0.1301,0.3818,0.1604,0.0747,0.1,False
ROW00071253,TXN0031071,2025-11-05,11:43:49,SKU1733,Store B,Retail,1.0,1.245,1.0041,0.2409,0.8466,0.1575,0.581,0.3182,False
ROW00071275,TXN0031087,2025-11-05,14:52:37,SKU1218,Store B,Retail,1.0,1.494,1.2048,0.2892,0.6308,0.574,0.0,0.0,False
ROW00071336,TXN0031124,2025-11-05,14:16:22,SKU1608,Store C,Retail,1.0,0.747,0.6024,0.1446,0.664,-0.0616,0.664,0.4706,False
ROW00071344,TXN0031128,2025-11-05,15:00:59,SKU1321,Store C,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00071381,TXN0031141,2025-11-05,15:22:31,SKU0692,Warehouse,Wholesale,36.0,12.9646,10.4553,2.5093,7.5596,2.8957,4.9634,0.2769,False
ROW00071404,TXN0031150,2025-11-06,14:35:05,SKU1723,Store A,Retail,1.0,3.32,2.6774,0.6426,1.5687,1.1087,0.0,0.0,False
ROW00071437,TXN0031160,2025-11-06,17:17:38,SKU1322,Store A,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00071473,TXN0031170,2025-11-06,20:12:19,SKU0462,Store A,Retail,1.0,0.415,0.3347,0.0803,0.1079,0.2268,0.0,0.0,False
ROW00071511,TXN0031183,2025-11-06,13:18:14,SKU0152,Store B,Retail,5.0,1.8675,1.506,0.3615,0.6154,0.8906,0.0,0.0,False
ROW00071537,TXN0031192,2025-11-06,16:28:48,SKU0821,Store B,Retail,1.0,0.166,0.1339,0.0321,0.0622,0.0716,0.0,0.0,False
ROW00071588,TXN0031208,2025-11-06,13:47:20,SKU1629,Store C,Retail,2.0,0.166,0.166,0.0,0.166,0.0,0.0,0.0,False
ROW00071605,TXN0031220,2025-11-06,18:48:55,SKU0401,Store C,Retail,1.0,2.905,2.3428,0.5622,1.1205,1.2223,0.0,0.0,False
ROW00071608,TXN0031222,2025-11-06,14:16:03,SKU0417,Warehouse,Wholesale,2280.0,3167.8776,2554.74,613.1376,2176.26,378.48,2509.3224,0.442,False
ROW00071669,TXN0031239,2025-11-07,17:36:37,SKU0900,Store A,Retail,1.0,0.498,0.4016,0.0964,0.2548,0.1468,0.166,0.25,False
ROW00071687,TXN0031246,2025-11-07,18:15:42,SKU1722,Store A,Retail,1.0,0.332,0.2678,0.0642,0.0926,0.1751,0.0,0.0,False
ROW00071703,TXN0031251,2025-11-07,14:47:05,SKU1327,Store A,Retail,4.0,5.644,4.5516,1.0924,2.49,2.0616,0.0,0.0,False
ROW00071712,TXN0031256,2025-11-07,11:56:07,SKU0682,Store B,Retail,2.0,1.66,1.3387,0.3213,0.6308,0.7079,0.0,0.0,False
ROW00071722,TXN0031259,2025-11-07,12:36:33,SKU1326,Store B,Retail,1.0,1.2699,1.0241,0.2458,0.6225,0.4016,0.1411,0.1,False
ROW00071795,TXN0031285,2025-11-07,17:24:34,SKU0821,Store B,Retail,1.0,0.166,0.1339,0.0321,0.0622,0.0716,0.0,0.0,False
ROW00071798,TXN0031287,2025-11-07,17:31:56,SKU1370,Store B,Retail,1.0,0.747,0.6024,0.1446,0.4067,0.1957,0.083,0.1,False
ROW00071856,TXN0031313,2025-11-07,13:38:10,SKU0841,Store C,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
