sku,product_name,revenue,units,profit,revenue_share,cumulative_share,abc_class,monthly_avg_units,cv,xyz_class,segment
SKU0932,Product 0932,110.1908,48.0,32.2905,0.0005,0.8912,B,3.2,1.7606,Z,BZ
SKU1668,Product 1668,110.058,69.0,37.213,0.0005,0.8916,B,4.6,2.3995,Z,BZ
SKU0473,Product 0473,109.9418,144.0,-4.6369,0.0005,0.8921,B,9.6,2.6463,Z,BZ
SKU0023,Product 0023,109.726,244.0,2.9812,0.0005,0.8926,B,16.2667,2.3405,Z,BZ
SKU0981,Product 0981,109.6264,169.0,39.3155,0.0005,0.8931,B,11.2667,1.059,Z,BZ
SKU0638,Product 0638,109.56,110.0,26.6232,0.0005,0.8935,B,7.3333,0.9706,Y,BY
SKU1218,Product 1218,109.5102,75.0,41.0046,0.0005,0.894,B,5.0,1.2895,Z,BZ
SKU1542,Product 1542,108.813,67.0,34.4833,0.0005,0.8945,B,4.4667,1.2689,Z,BZ
SKU1243,Product 1243,108.7632,148.0,44.7172,0.0005,0.8949,B,9.8667,2.6085,Z,BZ
SKU1679,Product 1679,108.5225,124.0,4.4971,0.0005,0.8954,B,8.2667,0.9442,Y,BY
SKU0585,Product 0585,108.398,68.0,33.7993,0.0005,0.8959,B,4.5333,1.5706,Z,BZ
SKU1637,Product 1637,108.315,18.0,34.6648,0.0005,0.8963,B,1.2,1.4156,Z,BZ
SKU1464,Product 1464,107.485,39.0,32.0918,0.0005,0.8968,B,2.6,1.3465,Z,BZ
SKU0535,Product 0535,107.2526,93.0,34.97,0.0005,0.8973,B,6.2,1.0367,Z,BZ
SKU1669,Product 1669,107.236,70.0,34.1903,0.0005,0.8977,B,4.6667,2.7174,Z,BZ
SKU1279,Product 1279,106.572,65.0,30.9159,0.0005,0.8982,B,4.3333,2.2385,Z,BZ
SKU0882,Product 0882,106.4973,465.0,49.45,0.0005,0.8987,B,31.0,2.3179,Z,BZ
SKU0486,Product 0486,106.3811,86.0,41.1048,0.0005,0.8991,B,5.7333,1.9112,Z,BZ
SKU1720,Product 1720,106.1736,331.0,49.958,0.0005,0.8996,B,22.0667,1.9283,Z,BZ
SKU1572,Product 1572,105.7752,36.0,32.7131,0.0005,0.9,B,2.4,2.2149,Z,BZ
SKU0127,Product 0127,105.7752,36.0,38.4412,0.0005,0.9005,B,2.4,2.86,Z,BZ
SKU0128,Product 0128,105.4764,36.0,38.2003,0.0005,0.9009,B,2.4,2.499,Z,BZ
SKU0144,Product 0144,105.078,292.0,48.9445,0.0005,0.9014,B,19.4667,1.2614,Z,BZ
SKU0170,Product 0170,104.829,89.0,54.0891,0.0005,0.9018,B,5.9333,1.2875,Z,BZ
SKU0611,Product 0611,104.6962,92.0,33.5859,0.0005,0.9023,B,6.1333,1.097,Z,BZ
SKU0117,Product 0117,104.4638,44.0,42.2466,0.0005,0.9027,B,2.9333,2.4801,Z,BZ
SKU1780,Product 1780,104.1816,51.0,28.0387,0.0004,0.9032,B,3.4,1.1754,Z,BZ
SKU1107,Product 1107,104.0654,434.0,40.9703,0.0004,0.9036,B,28.9333,1.4106,Z,BZ
SKU0129,Product 0129,103.9824,36.0,36.9958,0.0004,0.9041,B,2.4,2.7809,Z,BZ
SKU0716,Product 0716,103.6919,14.0,33.0757,0.0004,0.9045,B,0.9333,1.3101,Z,BZ
SKU1573,Product 1573,103.3848,36.0,30.7855,0.0004,0.905,B,2.4,2.6531,Z,BZ
SKU0871,Product 0871,103.3848,19.0,18.0874,0.0004,0.9054,B,1.2667,2.4143,Z,BZ
SKU0691,Product 0691,103.335,108.0,58.7083,0.0004,0.9059,B,7.2,0.9977,Y,BY
SKU1156,Product 1156,102.7872,44.0,25.0611,0.0004,0.9063,B,2.9333,1.8559,Z,BZ
SKU0536,Product 0536,102.7125,42.0,32.7488,0.0004,0.9068,B,2.8,1.621,Z,BZ
SKU0760,Product 0760,102.6378,59.0,38.6998,0.0004,0.9072,B,3.9333,1.2509,Z,BZ
SKU1761,Product 1761,101.8576,81.0,41.1324,0.0004,0.9076,B,5.4,1.8436,Z,BZ
SKU1726,Product 1726,101.675,36.0,30.603,0.0004,0.9081,B,2.4,2.2811,Z,BZ
SKU0534,Product 0534,101.4426,88.0,33.0663,0.0004,0.9085,B,5.8667,0.8924,Y,BY
SKU1624,Product 1624,101.1687,72.0,27.8055,0.0004,0.909,B,4.8,1.5967,Z,BZ
SKU1626,Product 1626,100.7122,74.0,25.9428,0.0004,0.9094,B,4.9333,1.4445,Z,BZ
SKU0475,Product 0475,100.1312,76.0,36.6584,0.0004,0.9098,B,5.0667,3.3656,Z,BZ
SKU1625,Product 1625,99.7577,72.0,26.6672,0.0004,0.9103,B,4.8,1.6389,Z,BZ
SKU1179,Product 1179,99.0688,40.0,30.0937,0.0004,0.9107,B,2.6667,1.9365,Z,BZ
SKU1306,Product 1306,98.9775,25.0,32.0959,0.0004,0.9111,B,1.6667,1.6613,Z,BZ
SKU0839,Product 0839,98.6538,405.0,41.9095,0.0004,0.9115,B,27.0,3.873,Z,BZ
SKU1631,Product 1631,98.5044,18.0,28.9065,0.0004,0.912,B,1.2,1.702,Z,BZ
SKU1636,Product 1636,98.355,17.0,24.8678,0.0004,0.9124,B,1.1333,1.2419,Z,BZ
SKU1426,Product 1426,97.94,60.0,43.1276,0.0004,0.9128,B,4.0,2.5319,Z,BZ
SKU0034,Product 0034,97.8404,48.0,7.1913,0.0004,0.9132,B,3.2,1.9053,Z,BZ
SKU1711,Product 1711,97.608,75.0,40.7425,0.0004,0.9136,B,5.0,1.7873,Z,BZ
SKU1238,Product 1238,97.5582,125.0,26.9517,0.0004,0.9141,B,8.3333,0.8942,Y,BY
SKU0980,Product 0980,97.5416,210.0,14.1722,0.0004,0.9145,B,14.0,1.1403,Z,BZ
SKU0663,Product 0663,97.3175,48.0,33.4619,0.0004,0.9149,B,3.2,2.845,Z,BZ
SKU1472,Product 1472,96.7365,79.0,39.6863,0.0004,0.9153,B,5.2667,0.8475,Y,BY
SKU0900,Product 0900,96.612,194.0,28.7058,0.0004,0.9157,B,12.9333,1.0704,Z,BZ
SKU0315,Product 0315,96.612,39.0,31.1521,0.0004,0.9162,B,2.6,2.2652,Z,BZ
SKU1402,Product 1402,96.5539,211.0,46.3431,0.0004,0.9166,B,14.0667,2.6753,Z,BZ
SKU1024,Product 1024,96.2136,90.0,30.5286,0.0004,0.917,B,6.0,1.3289,Z,BZ
SKU0236,Product 0236,96.1472,73.0,34.2837,0.0004,0.9174,B,4.8667,2.1924,Z,BZ
SKU0931,Product 0931,95.367,44.0,25.0501,0.0004,0.9178,B,2.9333,1.6474,Z,BZ
SKU0930,Product 0930,94.9105,49.0,18.7892,0.0004,0.9182,B,3.2667,1.7102,Z,BZ
SKU1223,Product 1223,94.8192,48.0,38.6197,0.0004,0.9186,B,3.2,2.0156,Z,BZ
SKU0630,Product 0630,94.205,126.0,31.0764,0.0004,0.919,B,8.4,1.056,Z,BZ
SKU0643,Product 0643,94.122,33.0,31.3014,0.0004,0.9194,B,2.2,2.443,Z,BZ
SKU1224,Product 1224,93.8232,48.0,37.8162,0.0004,0.9198,B,3.2,3.1786,Z,BZ
SKU1632,Product 1632,93.5327,20.0,24.1386,0.0004,0.9203,B,1.3333,1.3195,Z,BZ
SKU1733,Product 1733,93.5078,65.0,20.3815,0.0004,0.9207,B,4.3333,1.557,Z,BZ
SKU0033,Product 0033,93.5078,72.0,-32.1586,0.0004,0.9211,B,4.8,2.0446,Z,BZ
SKU0859,Product 0859,93.292,34.0,21.5078,0.0004,0.9215,B,2.2667,2.1771,Z,BZ
SKU0413,Product 0413,93.2256,63.0,36.3023,0.0004,0.9219,B,4.2,2.6623,Z,BZ
SKU0636,Product 0636,93.0762,63.0,40.9959,0.0004,0.9223,B,4.2,3.2199,Z,BZ
SKU0756,Product 0756,92.9766,416.0,40.3672,0.0004,0.9227,B,27.7333,1.4265,Z,BZ
SKU0082,Product 0082,92.8687,724.0,35.9637,0.0004,0.9231,B,48.2667,1.4369,Z,BZ
SKU1541,Product 1541,92.6612,58.0,28.6723,0.0004,0.9235,B,3.8667,1.6955,Z,BZ
SKU0963,Product 0963,92.4952,21.0,33.8063,0.0004,0.9239,B,1.4,2.2065,Z,BZ
SKU0878,Product 0878,92.4869,217.0,31.3595,0.0004,0.9243,B,14.4667,2.4743,Z,BZ
SKU0312,Product 0312,92.4288,70.0,37.9799,0.0004,0.9247,B,4.6667,2.6662,Z,BZ
SKU0587,Product 0587,91.881,37.0,28.8194,0.0004,0.9251,B,2.4667,2.489,Z,BZ
SKU1261,Product 1261,91.8561,83.0,27.7409,0.0004,0.9255,B,5.5333,1.0557,Z,BZ
SKU0115,Product 0115,91.5075,126.0,31.2014,0.0004,0.9259,B,8.4,1.484,Z,BZ
SKU1397,Product 1397,91.466,56.0,26.5219,0.0004,0.9262,B,3.7333,1.0689,Z,BZ
SKU0529,Product 0529,91.4328,96.0,38.2258,0.0004,0.9266,B,6.4,0.8595,Y,BY
SKU1093,Product 1093,91.134,123.0,29.5751,0.0004,0.927,B,8.2,1.7613,Z,BZ
SKU1476,Product 1476,91.134,74.0,34.4336,0.0004,0.9274,B,4.9333,0.683,Y,BY
SKU0820,Product 0820,91.1174,48.0,24.4788,0.0004,0.9278,B,3.2,3.7036,Z,BZ
SKU0928,Product 0928,90.6194,30.0,29.7542,0.0004,0.9282,B,2.0,1.3093,Z,BZ
SKU0016,Product 0016,90.5364,61.0,41.4939,0.0004,0.9286,B,4.0667,1.6819,Z,BZ
SKU1481,Product 1481,89.391,73.0,33.6729,0.0004,0.929,B,4.8667,0.9315,Y,BY
SKU1587,Product 1587,89.1088,68.0,37.4325,0.0004,0.9294,B,4.5333,1.8622,Z,BZ
SKU1563,Product 1563,87.6729,98.0,30.8478,0.0004,0.9297,B,6.5333,1.5272,Z,BZ
SKU0427,Product 0427,87.399,36.0,29.5485,0.0004,0.9301,B,2.4,2.2316,Z,BZ
SKU0836,Product 0836,87.15,42.0,31.239,0.0004,0.9305,B,2.8,3.0281,Z,BZ
SKU1240,Product 1240,87.0919,135.0,14.4997,0.0004,0.9309,B,9.0,0.7536,Y,BY
SKU0843,Product 0843,86.984,90.0,22.7422,0.0004,0.9313,B,6.0,2.639,Z,BZ
SKU1169,Product 1169,86.8512,35.0,26.4659,0.0004,0.9316,B,2.3333,1.8728,Z,BZ
SKU1568,Product 1568,86.3366,75.0,31.6524,0.0004,0.932,B,5.0,2.1003,Z,BZ
SKU1241,Product 1241,86.237,118.0,44.0806,0.0004,0.9324,B,7.8667,1.7731,Z,BZ
SKU1037,Product 1037,86.2204,21.0,26.1321,0.0004,0.9327,B,1.4,1.9617,Z,BZ
SKU1483,Product 1483,86.154,76.0,29.2895,0.0004,0.9331,B,5.0667,0.6733,Y,BY
SKU1092,Product 1092,86.0544,117.0,27.6215,0.0004,0.9335,B,7.8,1.762,Z,BZ
SKU0935,Product 0935,85.4568,11.0,18.3364,0.0004,0.9339,B,0.7333,2.154,Z,BZ
SKU0241,Product 0241,85.407,69.0,28.5776,0.0004,0.9342,B,4.6,1.4251,Z,BZ
SKU1210,Product 1210,85.3821,39.0,23.8618,0.0004,0.9346,B,2.6,2.5793,Z,BZ
SKU1290,Product 1290,85.0833,16.0,16.6906,0.0004,0.935,B,1.0667,2.6627,Z,BZ
SKU1635,Product 1635,84.7264,24.0,25.3983,0.0004,0.9353,B,1.6,1.8268,Z,BZ
SKU0235,Product 0235,84.5936,65.0,29.287,0.0004,0.9357,B,4.3333,2.2368,Z,BZ
SKU1659,Product 1659,84.5272,68.0,36.2614,0.0004,0.9361,B,4.5333,1.1934,Z,BZ
SKU1034,Product 1034,84.3363,158.0,26.0487,0.0004,0.9364,B,10.5333,2.3826,Z,BZ
SKU1260,Product 1260,84.2118,80.0,22.7607,0.0004,0.9368,B,5.3333,1.329,Z,BZ
SKU0752,Product 0752,83.8134,57.0,33.7363,0.0004,0.9371,B,3.8,1.638,Z,BZ
SKU1562,Product 1562,83.7221,93.0,29.6951,0.0004,0.9375,B,6.2,1.5243,Z,BZ
SKU1276,Product 1276,83.166,51.0,23.9369,0.0004,0.9379,B,3.4,1.7814,Z,BZ
SKU1712,Product 1712,82.6182,75.0,31.3583,0.0004,0.9382,B,5.0,2.5083,Z,BZ
SKU0167,Product 0167,82.585,174.0,-9.93,0.0004,0.9386,B,11.6,2.008,Z,BZ
SKU1634,Product 1634,82.5352,24.0,20.4246,0.0004,0.9389,B,1.6,1.7002,Z,BZ
SKU0599,Product 0599,82.502,72.0,27.6885,0.0004,0.9393,B,4.8,1.6351,Z,BZ
SKU0671,Product 0671,82.17,25.0,28.501,0.0004,0.9396,B,1.6667,2.2978,Z,BZ
SKU0817,Product 0817,81.838,59.0,8.7035,0.0004,0.94,B,3.9333,2.1259,Z,BZ
SKU1299,Product 1299,81.6886,71.0,27.5719,0.0004,0.9403,B,4.7333,1.4927,Z,BZ
SKU0024,Product 0024,81.5724,71.0,51.6211,0.0004,0.9407,B,4.7333,1.0241,Z,BZ
SKU0942,Product 0942,81.5475,46.0,37.9474,0.0004,0.941,B,3.0667,2.2098,Z,BZ
SKU1759,Product 1759,81.5226,63.0,33.9266,0.0004,0.9414,B,4.2,1.7056,Z,BZ
SKU0951,Product 0951,81.3566,36.0,33.4887,0.0004,0.9417,B,2.4,1.5414,Z,BZ
SKU0629,Product 0629,81.174,100.0,29.8141,0.0004,0.9421,B,6.6667,1.1263,Z,BZ
SKU0919,Product 0919,80.676,65.0,42.6001,0.0003,0.9424,B,4.3333,2.3022,Z,BZ
SKU1207,Product 1207,80.6428,36.0,27.3866,0.0003,0.9428,B,2.4,1.3344,Z,BZ
SKU1036,Product 1036,80.5017,19.0,30.3845,0.0003,0.9431,B,1.2667,2.0558,Z,BZ
SKU1741,Product 1741,80.427,969.0,0.0,0.0003,0.9435,B,64.6,0.7353,Y,BY
SKU0520,Product 0520,80.1531,54.0,32.7037,0.0003,0.9438,B,3.6,2.0053,Z,BZ
SKU0884,Product 0884,79.68,61.0,33.0691,0.0003,0.9442,B,4.0667,3.873,Z,BZ
SKU1300,Product 1300,79.597,69.0,26.9642,0.0003,0.9445,B,4.6,1.8185,Z,BZ
SKU0816,Product 0816,79.514,254.0,32.729,0.0003,0.9449,B,16.9333,1.8355,Z,BZ
SKU1792,Product 1792,79.3978,42.0,32.3079,0.0003,0.9452,B,2.8,2.6733,Z,BZ
SKU0313,Product 0313,79.016,60.0,32.0482,0.0003,0.9455,B,4.0,1.9039,Z,BZ
SKU1159,Product 1159,79.016,30.0,24.2403,0.0003,0.9459,B,2.0,2.5071,Z,BZ
SKU0039,Product 0039,78.8832,53.0,36.5248,0.0003,0.9462,B,3.5333,1.5161,Z,BZ
SKU0616,Product 0616,78.7836,69.0,26.308,0.0003,0.9466,B,4.6,1.6055,Z,BZ
SKU1545,Product 1545,78.684,64.0,27.8654,0.0003,0.9469,B,4.2667,3.13,Z,BZ
SKU0784,Product 0784,78.518,96.0,24.8271,0.0003,0.9472,B,6.4,1.3003,Z,BZ
SKU1211,Product 1211,78.352,48.0,23.7453,0.0003,0.9476,B,3.2,2.1398,Z,BZ
SKU1212,Product 1212,78.02,48.0,23.4775,0.0003,0.9479,B,3.2,1.9271,Z,BZ
SKU0811,Product 0811,77.688,95.0,36.1607,0.0003,0.9483,B,6.3333,1.494,Z,BZ
SKU1365,Product 1365,77.5884,249.0,27.4389,0.0003,0.9486,B,16.6,2.3493,Z,BZ
SKU0084,Product 0084,76.8746,45.0,23.2596,0.0003,0.9489,B,3.0,2.2432,Z,BZ
SKU0996,Product 0996,76.6007,8.378,24.7809,0.0003,0.9493,B,0.5585,2.7777,Z,BZ
SKU1565,Product 1565,76.194,107.0,30.3626,0.0003,0.9496,B,7.1333,1.8092,Z,BZ
SKU1200,Product 1200,75.8786,67.0,25.0443,0.0003,0.9499,B,4.4667,1.4555,Z,BZ
SKU1278,Product 1278,75.862,46.0,22.4744,0.0003,0.9502,C,3.0667,1.1787,Z,CZ
SKU1153,Product 1153,75.7458,6.0,20.4549,0.0003,0.9506,C,0.4,2.2756,Z,CZ
SKU0537,Product 0537,75.5964,42.0,25.7935,0.0003,0.9509,C,2.8,2.0658,Z,CZ
SKU1071,Product 1071,75.5632,58.0,37.3872,0.0003,0.9512,C,3.8667,3.873,Z,CZ
SKU1627,Product 1627,75.1565,73.0,12.139,0.0003,0.9515,C,4.8667,2.0982,Z,CZ
SKU0887,Product 0887,74.949,65.0,43.5553,0.0003,0.9519,C,4.3333,3.873,Z,CZ
SKU1555,Product 1555,74.866,46.0,21.432,0.0003,0.9522,C,3.0667,1.6186,Z,CZ
SKU1396,Product 1396,74.866,46.0,21.432,0.0003,0.9525,C,3.0667,1.6875,Z,CZ
SKU1070,Product 1070,74.1024,57.0,36.6152,0.0003,0.9528,C,3.8,3.873,Z,CZ
SKU0891,Product 0891,73.9032,64.0,36.2786,0.0003,0.9531,C,4.2667,3.873,Z,CZ
SKU0786,Product 0786,72.6416,96.0,31.2187,0.0003,0.9535,C,6.4,1.6289,Z,CZ
SKU0744,Product 0744,72.459,20.0,24.103,0.0003,0.9538,C,1.3333,1.7854,Z,CZ
SKU1277,Product 1277,72.21,44.0,20.9833,0.0003,0.9541,C,2.9333,1.8244,Z,CZ
SKU0745,Product 0745,72.21,36.0,24.8624,0.0003,0.9544,C,2.4,1.9467,Z,CZ
SKU0171,Product 0171,72.044,44.0,28.7543,0.0003,0.9547,C,2.9333,1.9433,Z,CZ
SKU1039,Product 1039,71.2638,17.0,26.57,0.0003,0.955,C,1.1333,1.6961,Z,CZ
SKU1589,Product 1589,70.0686,49.0,26.8177,0.0003,0.9553,C,3.2667,1.7792,Z,CZ
SKU0890,Product 0890,69.803,43.0,34.9857,0.0003,0.9556,C,2.8667,3.873,Z,CZ
SKU0344,Product 0344,69.72,138.0,19.316,0.0003,0.9559,C,9.2,2.6113,Z,CZ
SKU1696,Product 1696,69.3548,80.0,20.0756,0.0003,0.9562,C,5.3333,2.4607,Z,CZ
SKU0022,Product 0022,69.3216,70.0,29.7841,0.0003,0.9565,C,4.6667,2.3046,Z,CZ
SKU0740,Product 0740,68.558,20.0,13.875,0.0003,0.9568,C,1.3333,1.5952,Z,CZ
SKU1161,Product 1161,68.5248,26.0,20.8944,0.0003,0.9571,C,1.7333,2.051,Z,CZ
SKU0782,Product 0782,68.3837,96.0,27.7854,0.0003,0.9574,C,6.4,0.9145,Y,CY
SKU1791,Product 1791,67.9189,36.0,25.7898,0.0003,0.9577,C,2.4,2.3454,Z,CZ
SKU0953,Product 0953,67.6367,29.0,29.3923,0.0003,0.958,C,1.9333,1.6642,Z,CZ
SKU0860,Product 0860,67.4873,25.0,14.6346,0.0003,0.9583,C,1.6667,1.5657,Z,CZ
SKU1027,Product 1027,67.3794,93.0,23.4614,0.0003,0.9586,C,6.2,1.3702,Z,CZ
SKU0105,Product 0105,66.9229,74.0,26.3313,0.0003,0.9589,C,4.9333,1.5313,Z,CZ
SKU0506,Product 0506,66.649,46.0,21.3695,0.0003,0.9591,C,3.0667,1.6419,Z,CZ
SKU0612,Product 0612,66.5826,58.0,22.4033,0.0003,0.9594,C,3.8667,1.5605,Z,CZ
SKU0733,Product 0733,65.238,27.0,6.8589,0.0003,0.9597,C,1.8,1.3478,Z,CZ
SKU0735,Product 0735,64.8396,29.0,22.4979,0.0003,0.96,C,1.9333,1.5327,Z,CZ
SKU1554,Product 1554,64.7815,24.0,18.5786,0.0003,0.9603,C,1.6,1.616,Z,CZ
SKU0877,Product 0877,64.3416,46.0,19.0541,0.0003,0.9605,C,3.0667,2.639,Z,CZ
SKU0085,Product 0085,64.242,197.0,39.7256,0.0003,0.9608,C,13.1333,1.4095,Z,CZ
SKU1710,Product 1710,64.2088,49.0,26.9718,0.0003,0.9611,C,3.2667,1.745,Z,CZ
SKU1028,Product 1028,63.91,58.0,21.211,0.0003,0.9614,C,3.8667,1.1886,Z,CZ
SKU1069,Product 1069,63.4784,49.0,31.2959,0.0003,0.9617,C,3.2667,3.873,Z,CZ
SKU0528,Product 0528,63.2626,85.0,19.4068,0.0003,0.9619,C,5.6667,0.5405,Y,CY
SKU0548,Product 0548,62.7148,48.0,23.0877,0.0003,0.9622,C,3.2,1.1093,Z,CZ
SKU1628,Product 1628,62.4492,10.0,19.818,0.0003,0.9625,C,0.6667,2.8723,Z,CZ
SKU0524,Product 0524,61.8848,47.0,23.8351,0.0003,0.9627,C,3.1333,1.6925,Z,CZ
SKU0990,Product 0990,61.8516,55.0,17.4678,0.0003,0.963,C,3.6667,1.5519,Z,CZ
SKU0897,Product 0897,61.3121,9.0,12.17,0.0003,0.9633,C,0.6,2.4234,Z,CZ
SKU1025,Product 1025,61.1046,88.0,20.0611,0.0003,0.9635,C,5.8667,1.3011,Z,CZ
SKU1304,Product 1304,61.005,16.0,18.6535,0.0003,0.9638,C,1.0667,2.4413,Z,CZ
SKU0656,Product 0656,60.3825,83.0,22.6217,0.0003,0.964,C,5.5333,0.8876,Y,CY
SKU1785,Product 1785,60.341,6.465,20.2224,0.0003,0.9643,C,0.431,2.6597,Z,CZ
SKU1553,Product 1553,60.258,49.0,26.2612,0.0003,0.9646,C,3.2667,1.5195,Z,CZ
SKU1746,Product 1746,60.0588,43.0,25.7693,0.0003,0.9648,C,2.8667,1.8733,Z,CZ
SKU0947,Product 0947,59.9675,39.0,32.3133,0.0003,0.9651,C,2.6,2.237,Z,CZ
SKU1604,Product 1604,59.096,49.0,9.0214,0.0003,0.9653,C,3.2667,1.9273,Z,CZ
SKU0550,Product 0550,58.8304,48.0,4.0181,0.0003,0.9656,C,3.2,2.9415,Z,CZ
SKU0670,Product 0670,58.764,12.0,23.7272,0.0003,0.9658,C,0.8,2.5089,Z,CZ
SKU1793,Product 1793,58.4486,31.0,23.7218,0.0003,0.9661,C,2.0667,2.4018,Z,CZ
SKU0991,Product 0991,58.2992,45.0,24.2314,0.0003,0.9664,C,3.0,1.817,Z,CZ
SKU0992,Product 0992,58.1,72.0,23.55,0.0003,0.9666,C,4.8,2.0925,Z,CZ
SKU1601,Product 1601,57.9008,47.0,9.6346,0.0002,0.9669,C,3.1333,2.0958,Z,CZ
SKU0539,Product 0539,57.602,47.0,7.4431,0.0002,0.9671,C,3.1333,2.8771,Z,CZ
SKU0743,Product 0743,57.1455,16.0,18.582,0.0002,0.9673,C,1.0667,2.2541,Z,CZ
SKU1602,Product 1602,56.8716,48.0,8.016,0.0002,0.9676,C,3.2,1.8268,Z,CZ
SKU1422,Product 1422,55.9752,59.0,16.7377,0.0002,0.9678,C,3.9333,2.0843,Z,CZ
SKU1603,Product 1603,55.776,46.0,8.7096,0.0002,0.9681,C,3.0667,1.7407,Z,CZ
SKU1003,Product 1003,55.5104,36.0,17.2774,0.0002,0.9683,C,2.4,2.86,Z,CZ
SKU0307,Product 0307,55.3776,56.0,23.0702,0.0002,0.9686,C,3.7333,3.3155,Z,CZ
SKU0736,Product 0736,55.0788,24.0,18.6713,0.0002,0.9688,C,1.6,2.1234,Z,CZ
SKU0120,Product 0120,54.9709,18.0,19.0831,0.0002,0.969,C,1.2,2.2537,Z,CZ
SKU0642,Product 0642,54.9045,19.0,18.5571,0.0002,0.9693,C,1.2667,2.8381,Z,CZ
SKU1567,Product 1567,54.8464,48.0,19.9275,0.0002,0.9695,C,3.2,1.8646,Z,CZ
SKU1196,Product 1196,54.78,17.0,11.5973,0.0002,0.9697,C,1.1333,2.8856,Z,CZ
SKU1581,Product 1581,54.78,31.0,-19.2111,0.0002,0.97,C,2.0667,2.0239,Z,CZ
SKU0937,Product 0937,54.6555,3.0,16.3384,0.0002,0.9702,C,0.2,2.0702,Z,CZ
SKU0538,Product 0538,54.6472,47.0,5.0603,0.0002,0.9704,C,3.1333,2.6562,Z,CZ
SKU1569,Product 1569,54.614,48.0,19.7401,0.0002,0.9707,C,3.2,1.8191,Z,CZ
SKU0012,Product 0012,54.5559,95.0,28.8424,0.0002,0.9709,C,6.3333,1.8216,Z,CZ
SKU0037,Product 0037,54.448,33.0,23.6089,0.0002,0.9711,C,2.2,2.8963,Z,CZ
SKU0739,Product 0739,53.784,15.0,17.5478,0.0002,0.9714,C,1.0,2.2991,Z,CZ
SKU1577,Product 1577,53.535,26.0,-9.5419,0.0002,0.9716,C,1.7333,2.4522,Z,CZ
SKU1579,Product 1579,53.535,27.0,-11.7568,0.0002,0.9718,C,1.8,1.7468,Z,CZ
SKU1576,Product 1576,53.12,27.0,-12.1793,0.0002,0.9721,C,1.8,1.7842,Z,CZ
SKU1157,Product 1157,52.3232,20.0,15.5685,0.0002,0.9723,C,1.3333,1.8298,Z,CZ
SKU1423,Product 1423,52.29,55.0,15.6917,0.0002,0.9725,C,3.6667,2.053,Z,CZ
SKU0631,Product 0631,51.626,64.0,23.5581,0.0002,0.9727,C,4.2667,1.5457,Z,CZ
SKU0943,Product 0943,51.46,36.0,19.7154,0.0002,0.973,C,2.4,2.8902,Z,CZ
SKU0644,Product 0644,51.294,11.0,14.2499,0.0002,0.9732,C,0.7333,2.601,Z,CZ
SKU0794,Product 0794,51.2608,56.0,20.4233,0.0002,0.9734,C,3.7333,1.9381,Z,CZ
SKU1566,Product 1566,51.1695,72.0,20.3494,0.0002,0.9736,C,4.8,2.6495,Z,CZ
SKU0568,Product 0568,51.1612,14.0,17.4381,0.0002,0.9739,C,0.9333,2.4117,Z,CZ
SKU0693,Product 0693,50.7794,44.0,25.4294,0.0002,0.9741,C,2.9333,3.873,Z,CZ
SKU1447,Product 1447,50.4972,54.0,14.7273,0.0002,0.9743,C,3.6,1.9239,Z,CZ
SKU1605,Product 1605,50.3146,48.0,10.6955,0.0002,0.9745,C,3.2,0.961,Y,CY
SKU0571,Product 0571,49.551,24.0,12.7275,0.0002,0.9747,C,1.6,2.639,Z,CZ
SKU0771,Product 0771,49.4846,42.0,20.6417,0.0002,0.9749,C,2.8,2.8031,Z,CZ
SKU1713,Product 1713,49.2688,40.0,19.8675,0.0002,0.9751,C,2.6667,1.4775,Z,CZ
SKU0650,Product 0650,49.1028,50.0,22.7823,0.0002,0.9754,C,3.3333,1.5901,Z,CZ
SKU1552,Product 1552,49.0862,28.0,14.4867,0.0002,0.9756,C,1.8667,1.9088,Z,CZ
SKU1231,Product 1231,48.9036,296.0,24.6994,0.0002,0.9758,C,19.7333,2.2692,Z,CZ
SKU0507,Product 0507,48.8538,32.0,17.1074,0.0002,0.976,C,2.1333,2.4859,Z,CZ
SKU0319,Product 0319,48.1151,35.0,15.4867,0.0002,0.9762,C,2.3333,1.2086,Z,CZ
SKU1038,Product 1038,47.5092,11.0,18.3193,0.0002,0.9764,C,0.7333,1.4084,Z,CZ
SKU0993,Product 0993,47.3764,48.0,14.7008,0.0002,0.9766,C,3.2,1.7998,Z,CZ
SKU0879,Product 0879,47.061,353.0,26.9653,0.0002,0.9768,C,23.5333,2.4232,Z,CZ
SKU1086,Product 1086,46.895,11.0,5.1331,0.0002,0.977,C,0.7333,3.5133,Z,CZ
SKU0549,Product 0549,46.7788,46.0,11.3811,0.0002,0.9772,C,3.0667,1.5613,Z,CZ
SKU1794,Product 1794,46.3223,49.0,22.7154,0.0002,0.9774,C,3.2667,2.4311,Z,CZ
SKU0512,Product 0512,46.065,57.0,18.9207,0.0002,0.9776,C,3.8,2.3309,Z,CZ
SKU1229,Product 1229,45.8741,224.0,25.8389,0.0002,0.9778,C,14.9333,2.545,Z,CZ
SKU1256,Product 1256,45.8658,32.0,21.7168,0.0002,0.978,C,2.1333,3.873,Z,CZ
SKU1195,Product 1195,45.816,14.0,10.1177,0.0002,0.9782,C,0.9333,2.7605,Z,CZ
SKU1379,Product 1379,44.737,8.0,12.9047,0.0002,0.9784,C,0.5333,2.2261,Z,CZ
