period,sku,location,retail_price,retail_price_net,avg_qty,min_qty,max_qty,current_qty,current_retail_value,current_cost_value,unit_cost,purchase_price,product_name,unit,unit_description,stock_group,supplier
2026-01-01,SKU0206,Store B,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0206,TK,TK(330)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0208,Warehouse,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0208,TK,TK(330)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0221,Store A,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0221,TK,TK(750)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0232,Store B,0.664,0.5355,-3.0,-3.0,-3.0,83.0,55.112,11.0224,0.1328,0.1328,Product 0232,TK,TK(28)G,CANDYLAND,Supplier 02
2026-01-01,SKU0234,Warehouse,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0234,TK,TK(100)G,CANDYLAND,Supplier 59
2026-01-01,SKU0235,Store C,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0235,TK,TK(120)G,CANDYLAND,Supplier 59
2026-01-01,SKU0243,Store B,1.079,0.8702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0243,TK,TK(200)G,CANDYLAND,Supplier 59
2026-01-01,SKU0244,Store C,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0244,TK,TK(80)G,CANDYLAND,Supplier 59
2026-01-01,SKU0245,Warehouse,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0245,TK,TK(125)G,CANDYLAND,Supplier 59
2026-01-01,SKU0252,Store A,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0252,TK,TK(9)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0254,Store B,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0254,TK,TK(200)G,CANDYLAND,Supplier 59
2026-01-01,SKU0258,Store B,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0258,TK,TK(200)G,CANDYLAND,Supplier 59
2026-01-01,SKU0264,Warehouse,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0264,TK,TK(160)G,CANDYLAND,Supplier 59
2026-01-01,SKU0275,Store A,0.8715,0.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0275,TK,TK(80)G,CANDYLAND,Supplier 59
2026-01-01,SKU0276,Warehouse,0.8715,0.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0276,TK,TK(33)G,CANDYLAND,Supplier 59
2026-01-01,SKU0278,Store C,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0278,TK,TK(60)ML,CANDYLAND,Multiple suppliers
2026-01-01,SKU0285,Store C,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0285,TK,TK(40)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0289,Store B,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0289,TK,TK(50)G,CANDYLAND,Supplier 66
2026-01-01,SKU0290,Store B,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0290,TK,TK(50)G,CANDYLAND,Supplier 66
2026-01-01,SKU0290,Warehouse,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0290,TK,TK(50)G,CANDYLAND,Supplier 66
2026-01-01,SKU0297,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0297,TK,TK(150)G,CANDYLAND,Supplier 59
2026-01-01,SKU0306,Store B,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0306,TK,TK(70)G,CANDYLAND,Supplier 59
2026-01-01,SKU0312,Store A,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0312,TK,TK(80)G,CANDYLAND,Supplier 59
2026-01-01,SKU0316,Store C,5.81,4.6855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0316,TK,TK(149)G,CANDYLAND,Supplier 59
2026-01-01,SKU0322,Warehouse,1.411,1.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0322,TK,TK(125)G,CANDYLAND,Supplier 33
2026-01-01,SKU0335,Store B,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0335,TK,TK(200)G,CANDYLAND,Supplier 59
2026-01-01,SKU0349,Store C,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0349,TK,TK(50)G,CANDYLAND,Supplier 59
2026-01-01,SKU0350,Store B,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0350,TK,TK(50)G,CANDYLAND,Supplier 59
2026-01-01,SKU0355,Store B,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0355,TK,TK(350)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0359,Store A,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0359,TK,TK(350)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0370,Warehouse,2.158,1.7403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0370,TK,TK(156)G,CANDYLAND,Supplier 59
2026-01-01,SKU0383,Store C,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0383,TK,TK(80)G,CANDYLAND,Supplier 59
2026-01-01,SKU0384,Store A,4.565,3.6815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0384,TK,TK(300)G,CANDYLAND,Supplier 59
2026-01-01,SKU0385,Store B,1.826,1.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0385,TK,TK(80)G,CANDYLAND,Supplier 59
2026-01-01,SKU0391,Warehouse,1.411,1.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0391,TK,TK(140)G,CANDYLAND,Supplier 59
2026-01-01,SKU0406,Store B,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0406,TK,TK(120)G,CANDYLAND,Supplier 59
2026-01-01,SKU0409,Store B,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0409,TK,TK(160)G,CANDYLAND,Supplier 59
2026-01-01,SKU0414,Store A,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0414,TK,TK(60)G,CANDYLAND,Supplier 59
2026-01-01,SKU0422,Store B,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0422,TK,TK(152)G,CANDYLAND,Supplier 59
2026-01-01,SKU0423,Store B,0.9545,0.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0423,TK,TK(240)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0427,Warehouse,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0427,TK,TK(132)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0430,Store C,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0430,TK,TK(90)ML,CANDYLAND,Supplier 59
2026-01-01,SKU0436,Store C,0.249,0.2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0436,TK,TK(4)G,CANDYLAND,Supplier 02
2026-01-01,SKU0449,Store A,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0449,TK,TK(60)ML,CANDYLAND,Multiple suppliers
2026-01-01,SKU0449,Warehouse,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0449,TK,TK(60)ML,CANDYLAND,Multiple suppliers
2026-01-01,SKU0451,Store A,1.66,1.3387,12.064,9.0,21.0,0.0,0.0,0.0,0.4587,0.4587,Product 0451,TK,TK(5)G,CANDYLAND,Supplier 02
2026-01-01,SKU0457,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0457,TK,TK(30)G,CANDYLAND,Supplier 59
2026-01-01,SKU0461,Warehouse,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0461,TK,TK(98)G,CANDYLAND,Supplier 59
2026-01-01,SKU0462,Store C,0.415,0.3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0462,TK,TK(29)G,CANDYLAND,Supplier 59
2026-01-01,SKU0463,Store C,0.498,0.4016,25.677,25.0,28.0,32.0,15.936,5.0464,0.1577,0.1577,Product 0463,TK,TK(16)G,CANDYLAND,Supplier 02
2026-01-01,SKU0472,Store A,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0472,TK,TK(51)G,CANDYLAND,Supplier 59
2026-01-01,SKU0475,Warehouse,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0475,TK,TK(63)G,CANDYLAND,Supplier 59
2026-01-01,SKU0477,Store B,0.83,0.6694,10.0,10.0,10.0,0.0,0.0,0.0,0.2739,0.2739,Product 0477,TK,TK(20)G,CANDYLAND,Supplier 59
2026-01-01,SKU0481,Store B,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0481,TK,TK(141)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0484,Warehouse,2.905,2.3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0484,TK,TK(115)G,CANDYLAND,Supplier 59
2026-01-01,SKU0490,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0490,TK,TK(30)G,CANDYLAND,Supplier 59
2026-01-01,SKU0497,Warehouse,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0497,TK,TK(210)G,CANDYLAND,Supplier 59
2026-01-01,SKU0499,Store A,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0499,TK,TK(5)G,CANDYLAND,Supplier 59
2026-01-01,SKU0504,Store A,2.407,1.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0504,TK,TK(101)G,CANDYLAND,Supplier 59
2026-01-01,SKU0506,Warehouse,1.577,1.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0506,TK,TK(150)G,CANDYLAND,Supplier 59
2026-01-01,SKU0511,Store B,1.328,1.0709,13.354,9.0,17.0,0.0,0.0,0.0,0.6142,0.6142,Product 0511,TK,"TK(119,6)G",CANDYLAND,Supplier 59
2026-01-01,SKU0511,Warehouse,1.328,1.0709,2.064,0.0,8.0,0.0,0.0,0.0,0.6144,0.6144,Product 0511,TK,"TK(119,6)G",CANDYLAND,Supplier 59
2026-01-01,SKU0512,Store B,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0512,TK,TK(14)G,CANDYLAND,Supplier 59
2026-01-01,SKU0522,Store C,1.743,1.4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0522,TK,TK(128)G,CANDYLAND,Supplier 59
2026-01-01,SKU0529,Store A,0.996,0.8032,2.0,2.0,2.0,0.0,0.0,0.0,0.3735,0.3735,Product 0529,TK,TK(90)G,CANDYLAND,Supplier 59
2026-01-01,SKU0537,Store B,1.826,1.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0537,TK,TK(100)G,CANDYLAND,Supplier 59
2026-01-01,SKU0537,Store C,1.826,1.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0537,TK,TK(100)G,CANDYLAND,Supplier 59
2026-01-01,SKU0553,Store A,1.328,1.0709,25.032,21.0,29.0,0.0,0.0,0.0,0.6308,0.6308,Product 0553,TK,TK(35)G,CANDYLAND,Supplier 59
2026-01-01,SKU0555,Store B,15.687,12.6508,14.0,14.0,14.0,0.0,0.0,0.0,7.1787,7.1787,Product 0555,TK,TK(200)G,CANDYLAND,Supplier 29
2026-01-01,SKU0566,Store B,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0566,TK,TK(123)G,CANDYLAND,Supplier 17
2026-01-01,SKU0567,Store B,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0567,TK,TK(123)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0570,Warehouse,11.5785,9.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0570,TK,TK(105)G,CANDYLAND,Unknown supplier
2026-01-01,SKU0571,Store A,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0571,TK,TK(99)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0573,Store A,3.2785,2.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0573,TK,TK(43)G,CANDYLAND,Unknown supplier
2026-01-01,SKU0578,Store B,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0578,TK,TK(40)G,CANDYLAND,Supplier 64
2026-01-01,SKU0590,Store B,8.217,6.6266,5.0,5.0,5.0,0.0,0.0,0.0,3.8678,3.8678,Product 0590,TK,TK(195)G,CANDYLAND,Supplier 54
2026-01-01,SKU0592,Store A,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0592,TK,TK(141)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0599,Warehouse,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0599,TK,TK(130)G,CANDYLAND,Supplier 17
2026-01-01,SKU0605,Store A,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0605,TK,TK(105)ML,CANDYLAND,Supplier 17
2026-01-01,SKU0606,Store C,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0606,TK,TK(330)ML,CANDYLAND,Supplier 18
2026-01-01,SKU0618,Store B,3.984,3.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0618,TK,TK(350)G,CANDYLAND,Supplier 17
2026-01-01,SKU0620,Warehouse,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0620,TK,TK(125)G,CANDYLAND,Supplier 26
2026-01-01,SKU0626,Warehouse,1.079,0.8702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0626,TK,TK(72)G,CANDYLAND,Supplier 59
2026-01-01,SKU0630,Warehouse,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0630,TK,TK(23)G,CANDYLAND,Supplier 16
2026-01-01,SKU0641,Store A,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0641,TK,TK(94)G,CANDYLAND,Supplier 16
2026-01-01,SKU0644,Store B,4.98,4.0161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0644,TK,TK(72)ML,CANDYLAND,Supplier 16
2026-01-01,SKU0651,Store C,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0651,TK,TK(10)G,CANDYLAND,Supplier 02
2026-01-01,SKU0658,Store B,0.83,0.6694,0.0,0.0,0.0,1.0,0.83,0.2716,0.0,0.0,Product 0658,TK,"TK(15,6)G",CANDYLAND,Supplier 16
2026-01-01,SKU0665,Warehouse,4.233,3.4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0665,TK,TK(100)G,CANDYLAND,Supplier 61
2026-01-01,SKU0668,Store B,4.233,3.4137,40.161,31.0,46.0,11.0,46.563,21.0355,1.9123,1.9123,Product 0668,TK,TK(100)G,CANDYLAND,Supplier 61
2026-01-01,SKU0668,Warehouse,4.233,3.4137,677.419,645.0,735.0,0.0,0.0,0.0,1.9123,1.9123,Product 0668,TK,TK(100)G,CANDYLAND,Supplier 61
2026-01-01,SKU0675,Store A,2.3987,1.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0675,TK,TK(102)G,CANDYLAND,Supplier 74
2026-01-01,SKU0676,Store A,1.577,1.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0676,TK,"TK(61,3)G",CANDYLAND,Multiple suppliers
2026-01-01,SKU0677,Store B,0.415,0.3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0677,TK,TK(16)G,CANDYLAND,Supplier 74
2026-01-01,SKU0680,Store A,3.071,2.4766,32.161,16.0,40.0,0.0,0.0,0.0,0.7619,0.7619,Product 0680,TK,TK(120)G,CANDYLAND,Supplier 02
2026-01-01,SKU0692,Store C,0.498,0.4016,18.258,11.0,29.0,31.0,15.438,6.5097,0.21,0.21,Product 0692,TK,TK(30)G,CANDYLAND,Supplier 02
2026-01-01,SKU0706,Store B,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0706,TK,TK(100)G,CANDYLAND,Supplier 72
2026-01-01,SKU0708,Store A,0.996,0.8032,20.774,17.0,33.0,0.0,0.0,0.0,0.366,0.366,Product 0708,TK,TK(15)ML,CANDYLAND,Supplier 02
2026-01-01,SKU0712,Store A,1.245,1.0041,10.58,7.0,14.0,0.0,0.0,0.0,0.3071,0.3071,Product 0712,TK,TK(60)ML,CANDYLAND,Supplier 02
2026-01-01,SKU0713,Store A,1.245,1.0041,17.225,15.0,19.0,0.0,0.0,0.0,0.3071,0.3071,Product 0713,TK,TK(60)ML,CANDYLAND,Supplier 02
2026-01-01,SKU0716,Store B,7.885,6.3589,8.0,8.0,8.0,6.0,47.31,21.663,3.6105,3.6105,Product 0716,TK,TK(250)G,CANDYLAND,Supplier 54
2026-01-01,SKU0717,Store A,9.9185,7.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0717,TK,TK(200)G,CANDYLAND,Supplier 27
2026-01-01,SKU0719,Store A,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0719,TK,TK(175)G,CANDYLAND,Supplier 49
2026-01-01,SKU0720,Store B,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0720,TK,TK(175)G,CANDYLAND,Supplier 49
2026-01-01,SKU0722,Store B,4.897,3.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0722,TK,TK(300)G,CANDYLAND,Supplier 49
2026-01-01,SKU0722,Warehouse,4.897,3.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0722,TK,TK(300)G,CANDYLAND,Supplier 49
2026-01-01,SKU0726,Store C,2.407,1.9411,0.0,0.0,0.0,7.0,16.849,6.0715,0.0,0.0,Product 0726,TK,TK(150)G,CANDYLAND,Supplier 49
2026-01-01,SKU0726,Warehouse,2.407,1.9411,0.0,0.0,0.0,6.0,14.442,5.2041,0.0,0.0,Product 0726,TK,TK(150)G,CANDYLAND,Supplier 49
2026-01-01,SKU0731,Store B,4.15,3.3468,9.677,6.0,15.0,0.0,0.0,0.0,2.2079,2.2079,Product 0731,TK,TK(215)G,CANDYLAND,Supplier 37
2026-01-01,SKU0735,Store B,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0735,TK,TK(150)G,CANDYLAND,Supplier 31
2026-01-01,SKU0737,Store A,6.64,5.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0737,TK,TK(350)G,CANDYLAND,Unknown supplier
2026-01-01,SKU0763,Store C,4.15,3.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0763,TK,TK(260)G,CANDYLAND,Supplier 26
2026-01-01,SKU0784,Warehouse,0.913,0.7363,6.967,0.0,36.0,0.0,0.0,0.0,0.3984,0.3984,Product 0784,TK,TK(100)G,CANDYLAND,Supplier 11
2026-01-01,SKU0788,Warehouse,1.826,1.4726,0.0,0.0,0.0,90.0,164.34,33.615,0.0,0.0,Product 0788,TK,TK(75)G,CANDYLAND,Supplier 32
2026-01-01,SKU0789,Store B,1.2035,0.9706,0.0,0.0,0.0,3.0,3.6105,2.241,0.0,0.0,Product 0789,TK,TK(330)ML,CANDYLAND,Supplier 10
2026-01-01,SKU0790,Store C,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0790,TK,TK(600)G,CANDYLAND,Supplier 72
2026-01-01,SKU0791,Store A,1.2035,0.9706,0.0,0.0,0.0,2.0,2.407,1.494,0.0,0.0,Product 0791,TK,TK(330)ML,CANDYLAND,Supplier 10
2026-01-01,SKU0792,Warehouse,1.2035,0.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0792,TK,TK(330)ML,CANDYLAND,Supplier 10
2026-01-01,SKU0795,Warehouse,0.913,0.7363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0795,TK,TK(80)G,CANDYLAND,Supplier 32
2026-01-01,SKU0803,Warehouse,1.328,1.0709,309.677,300.0,350.0,0.0,0.0,0.0,0.2407,0.2407,Product 0803,TK,TK(8)G,CANDYLAND,Supplier 66
2026-01-01,SKU0806,Store B,1.328,1.0709,36.129,34.0,39.0,0.0,0.0,0.0,0.2739,0.2739,Product 0806,TK,TK(8)G,CANDYLAND,Supplier 66
2026-01-01,SKU0812,Store A,0.415,0.3347,5.516,4.0,8.0,0.0,0.0,0.0,0.0,0.0,Product 0812,TK,Tükk,CANDYLAND,Multiple suppliers
2026-01-01,SKU0825,Warehouse,3.735,3.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0825,TK,TK(100)G,CANDYLAND,Supplier 44
2026-01-01,SKU0838,Store C,0.249,0.2008,22.29,20.0,24.0,0.0,0.0,0.0,0.0687,0.0687,Product 0838,TK,TK(11)G,CANDYLAND,Supplier 02
2026-01-01,SKU0843,Store B,1.411,1.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0843,TK,TK(315)ML,CANDYLAND,Supplier 03
2026-01-01,SKU0846,Warehouse,1.411,1.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0846,TK,TK(320)ML,CANDYLAND,Supplier 03
2026-01-01,SKU0849,Store A,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0849,TK,TK(320)ML,CANDYLAND,Supplier 03
2026-01-01,SKU0852,Store A,0.4565,0.3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0852,TK,TK(500)ML,CANDYLAND,Supplier 43
2026-01-01,SKU0871,Warehouse,5.976,4.8194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0871,TK,TK(450)G,CANDYLAND,Supplier 19
2026-01-01,SKU0873,Store C,0.415,0.3347,0.0,0.0,0.0,16.0,6.64,3.1872,0.0,0.0,Product 0873,TK,TK(15)G,CANDYLAND,Supplier 19
2026-01-01,SKU0881,Store B,0.166,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0881,TK,TK(8)G,CANDYLAND,Supplier 69
2026-01-01,SKU0883,Warehouse,0.166,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0883,TK,TK(13)G,CANDYLAND,Multiple suppliers
2026-01-01,SKU0886,Store C,1.162,0.9371,0.0,0.0,0.0,20.0,23.24,4.814,0.0,0.0,Product 0886,TK,TK(42)G,CANDYLAND,Supplier 02
2026-01-01,SKU0887,Store C,1.162,0.9371,0.0,0.0,0.0,43.0,49.966,11.171,0.0,0.0,Product 0887,TK,TK(65)G,CANDYLAND,Supplier 02
2026-01-01,SKU0891,Store B,1.162,0.9371,0.0,0.0,0.0,32.0,37.184,11.6598,0.0,0.0,Product 0891,TK,TK(57)G,CANDYLAND,Supplier 02
2026-01-01,SKU0894,Warehouse,6.64,5.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0894,TK,TK(60)G,CANDYLAND,Supplier 01
2026-01-01,SKU0897,Store C,7.387,5.9572,0.0,0.0,0.0,3.0,22.161,12.4251,0.0,0.0,Product 0897,TK,TK(110)G,CANDYLAND,Supplier 01
2026-01-01,SKU0904,Store C,9.047,7.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0904,TK,TK(320)G,CANDYLAND,Supplier 29
2026-01-01,SKU0923,Store A,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0923,TK,TK(60)G,CANDYLAND,Supplier 02
2026-01-01,SKU0927,Warehouse,0.498,0.4016,0.0,0.0,0.0,720.0,358.56,67.23,0.0,0.0,Product 0927,TK,TK(18)G,CANDYLAND,Supplier 32
2026-01-01,SKU0937,Store B,18.2185,14.6923,10.258,4.0,11.0,2.0,36.437,18.4924,9.2463,9.2463,Product 0937,TK,"TK(118,8)G",CANDYLAND,Supplier 62
2026-01-01,SKU0943,Warehouse,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0943,TK,TK(144)G,CANDYLAND,Supplier 59
2026-01-01,SKU0945,Store C,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0945,TK,TK(125)G,CANDYLAND,Supplier 59
2026-01-01,SKU0947,Warehouse,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0947,TK,TK(60)G,CANDYLAND,Supplier 59
2026-01-01,SKU0954,Store C,13.197,10.6428,7.354,6.0,9.0,1.0,13.197,5.6349,5.6355,5.6355,Product 0954,TK,TK(160)G,CANDYLAND,Supplier 29
2026-01-01,SKU0956,Store A,13.197,10.6428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0956,TK,TK(315)G,CANDYLAND,Supplier 29
2026-01-01,SKU0956,Store C,13.197,10.6428,0.258,0.0,1.0,0.0,0.0,0.0,5.1215,5.1215,Product 0956,TK,TK(315)G,CANDYLAND,Supplier 29
2026-01-01,SKU0967,Store A,4.15,3.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0967,TK,TK(185)G,CANDYLAND,Supplier 71
2026-01-01,SKU0970,Store C,2.905,2.3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0970,TK,TK(200)G,CANDYLAND,Supplier 71
2026-01-01,SKU0977,Store C,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0977,TK,TK(178)G,CANDYLAND,Supplier 71
2026-01-01,SKU0977,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0977,TK,TK(178)G,CANDYLAND,Supplier 71
2026-01-01,SKU0982,Store B,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0982,TK,TK(128)G,CANDYLAND,Supplier 46
2026-01-01,SKU0982,Warehouse,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0982,TK,TK(128)G,CANDYLAND,Supplier 46
