sku,product_name,location,current_qty,unit_cost,supplier,recent_units,recent_revenue,avg_weekly_demand
SKU0538,Product 0538,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0538,Product 0538,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0539,Product 0539,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0539,Product 0539,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0539,Product 0539,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0539,Product 0539,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0540,Product 0540,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0540,Product 0540,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0540,Product 0540,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0540,Product 0540,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0541,Product 0541,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0541,Product 0541,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0541,Product 0541,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0541,Product 0541,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0542,Product 0542,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0542,Product 0542,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0542,Product 0542,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0542,Product 0542,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0543,Product 0543,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0543,Product 0543,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0543,Product 0543,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0543,Product 0543,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0544,Product 0544,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0544,Product 0544,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0544,Product 0544,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0544,Product 0544,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0545,Product 0545,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0545,Product 0545,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0545,Product 0545,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0545,Product 0545,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0546,Product 0546,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0546,Product 0546,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0546,Product 0546,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0546,Product 0546,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0547,Product 0547,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0547,Product 0547,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0547,Product 0547,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0548,Product 0548,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0548,Product 0548,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0548,Product 0548,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0549,Product 0549,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0549,Product 0549,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0549,Product 0549,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0550,Product 0550,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0550,Product 0550,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0550,Product 0550,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0550,Product 0550,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0551,Product 0551,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0551,Product 0551,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0551,Product 0551,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0551,Product 0551,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0552,Product 0552,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0552,Product 0552,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0552,Product 0552,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0552,Product 0552,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0553,Product 0553,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0553,Product 0553,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0553,Product 0553,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0553,Product 0553,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0554,Product 0554,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0554,Product 0554,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0554,Product 0554,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0554,Product 0554,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0555,Product 0555,Warehouse,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0556,Product 0556,Store A,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0556,Product 0556,Store B,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0556,Product 0556,Store C,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0556,Product 0556,Warehouse,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0557,Product 0557,Store A,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0557,Product 0557,Store B,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0557,Product 0557,Store C,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0557,Product 0557,Warehouse,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0558,Product 0558,Store A,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0558,Product 0558,Store B,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0558,Product 0558,Store C,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0558,Product 0558,Warehouse,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0559,Product 0559,Store C,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0560,Product 0560,Store A,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0560,Product 0560,Store B,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0560,Product 0560,Store C,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0560,Product 0560,Warehouse,0.0,0.0,Supplier 29,0.0,0.0,0.0
SKU0561,Product 0561,Warehouse,0.0,0.0,Supplier 40,0.0,0.0,0.0
SKU0562,Product 0562,Warehouse,0.0,0.0,Supplier 40,0.0,0.0,0.0
SKU0563,Product 0563,Store A,0.0,0.0,Supplier 47,0.0,0.0,0.0
SKU0563,Product 0563,Store B,0.0,0.0,Supplier 47,0.0,0.0,0.0
SKU0563,Product 0563,Store C,0.0,0.0,Supplier 47,0.0,0.0,0.0
SKU0563,Product 0563,Warehouse,819.0,0.0141,Supplier 47,0.0,0.0,0.0
SKU0564,Product 0564,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0565,Product 0565,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0565,Product 0565,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0565,Product 0565,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0565,Product 0565,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0566,Product 0566,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0566,Product 0566,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0566,Product 0566,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0567,Product 0567,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0567,Product 0567,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0567,Product 0567,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0567,Product 0567,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0568,Product 0568,Warehouse,0.0,0.0,Supplier 65,0.0,0.0,0.0
SKU0569,Product 0569,Warehouse,0.0,0.0,Supplier 05,0.0,0.0,0.0
SKU0570,Product 0570,Store B,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0570,Product 0570,Store C,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0570,Product 0570,Warehouse,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0571,Product 0571,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0571,Product 0571,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0571,Product 0571,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0571,Product 0571,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0572,Product 0572,Store B,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0572,Product 0572,Store C,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0572,Product 0572,Warehouse,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0573,Product 0573,Store A,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0573,Product 0573,Store B,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0573,Product 0573,Store C,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0573,Product 0573,Warehouse,0.0,0.0,Unknown supplier,0.0,0.0,0.0
SKU0574,Product 0574,Store A,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0574,Product 0574,Store B,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0574,Product 0574,Store C,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0574,Product 0574,Warehouse,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0575,Product 0575,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0575,Product 0575,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0575,Product 0575,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0576,Product 0576,Store B,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0576,Product 0576,Store C,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0576,Product 0576,Warehouse,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0577,Product 0577,Store A,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0577,Product 0577,Store B,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0577,Product 0577,Store C,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0577,Product 0577,Warehouse,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0578,Product 0578,Store A,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0578,Product 0578,Store B,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0578,Product 0578,Store C,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0578,Product 0578,Warehouse,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0579,Product 0579,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0579,Product 0579,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0579,Product 0579,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0579,Product 0579,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0580,Product 0580,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0580,Product 0580,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0580,Product 0580,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0581,Product 0581,Warehouse,0.0,0.0,Supplier 14,0.0,0.0,0.0
SKU0582,Product 0582,Warehouse,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU0583,Product 0583,Warehouse,601.0,0.0251,Supplier 64,0.0,0.0,0.0
SKU0584,Product 0584,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0584,Product 0584,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0584,Product 0584,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0585,Product 0585,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0586,Product 0586,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0586,Product 0586,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0586,Product 0586,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0587,Product 0587,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0587,Product 0587,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0587,Product 0587,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0587,Product 0587,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0588,Product 0588,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0588,Product 0588,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0588,Product 0588,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0588,Product 0588,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0589,Product 0589,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0589,Product 0589,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0589,Product 0589,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0589,Product 0589,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0590,Product 0590,Store A,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0590,Product 0590,Warehouse,0.0,0.0,Supplier 54,0.0,0.0,0.0
SKU0591,Product 0591,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0591,Product 0591,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0591,Product 0591,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0591,Product 0591,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0592,Product 0592,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0592,Product 0592,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0592,Product 0592,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0592,Product 0592,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0593,Product 0593,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0593,Product 0593,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0593,Product 0593,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0594,Product 0594,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0594,Product 0594,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0594,Product 0594,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0595,Product 0595,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0595,Product 0595,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0595,Product 0595,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0596,Product 0596,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0596,Product 0596,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0596,Product 0596,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0596,Product 0596,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0597,Product 0597,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0598,Product 0598,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0598,Product 0598,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0598,Product 0598,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0598,Product 0598,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0599,Product 0599,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0600,Product 0600,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0601,Product 0601,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0601,Product 0601,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0601,Product 0601,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0601,Product 0601,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0602,Product 0602,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0602,Product 0602,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0602,Product 0602,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0603,Product 0603,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0604,Product 0604,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0605,Product 0605,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0605,Product 0605,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0605,Product 0605,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0605,Product 0605,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0606,Product 0606,Store A,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU0606,Product 0606,Store B,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU0606,Product 0606,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU0606,Product 0606,Warehouse,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU0607,Product 0607,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0607,Product 0607,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0607,Product 0607,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0607,Product 0607,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0608,Product 0608,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0608,Product 0608,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0608,Product 0608,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0608,Product 0608,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0609,Product 0609,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0609,Product 0609,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0609,Product 0609,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0609,Product 0609,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0610,Product 0610,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0610,Product 0610,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0610,Product 0610,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0610,Product 0610,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0611,Product 0611,Store A,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0611,Product 0611,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0611,Product 0611,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0611,Product 0611,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0612,Product 0612,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0613,Product 0613,Store B,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0613,Product 0613,Store C,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0613,Product 0613,Warehouse,0.0,0.0,Multiple suppliers,0.0,0.0,0.0
SKU0614,Product 0614,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0614,Product 0614,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0614,Product 0614,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0614,Product 0614,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0615,Product 0615,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0615,Product 0615,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0615,Product 0615,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0615,Product 0615,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0616,Product 0616,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0617,Product 0617,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0618,Product 0618,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0618,Product 0618,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0618,Product 0618,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0618,Product 0618,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0619,Product 0619,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0619,Product 0619,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0619,Product 0619,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0620,Product 0620,Store A,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0620,Product 0620,Store B,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0620,Product 0620,Store C,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0620,Product 0620,Warehouse,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0621,Product 0621,Store C,0.0,0.0,Supplier 26,0.0,0.0,0.0
SKU0622,Product 0622,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0622,Product 0622,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0623,Product 0623,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0623,Product 0623,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0623,Product 0623,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0623,Product 0623,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0624,Product 0624,Store A,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0624,Product 0624,Store B,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0624,Product 0624,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0624,Product 0624,Warehouse,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0625,Product 0625,Store C,0.0,0.0,Supplier 17,0.0,0.0,0.0
SKU0626,Product 0626,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0626,Product 0626,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0626,Product 0626,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0627,Product 0627,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0628,Product 0628,Store A,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0628,Product 0628,Store B,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0628,Product 0628,Store C,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0628,Product 0628,Warehouse,0.0,0.0,Supplier 59,0.0,0.0,0.0
SKU0629,Product 0629,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0629,Product 0629,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0629,Product 0629,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0629,Product 0629,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0630,Product 0630,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0630,Product 0630,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0630,Product 0630,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0630,Product 0630,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0631,Product 0631,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0632,Product 0632,Store A,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0632,Product 0632,Store B,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0632,Product 0632,Store C,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0632,Product 0632,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0633,Product 0633,Warehouse,108.0,0.7968,Supplier 02,0.0,0.0,0.0
SKU0634,Product 0634,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0635,Product 0635,Warehouse,0.0,0.7138,Supplier 02,0.0,0.0,0.0
SKU0636,Product 0636,Store A,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0636,Product 0636,Store B,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0636,Product 0636,Store C,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0636,Product 0636,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0637,Product 0637,Store A,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0637,Product 0637,Store B,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0637,Product 0637,Store C,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0637,Product 0637,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0638,Product 0638,Store A,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0638,Product 0638,Store B,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0638,Product 0638,Store C,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0638,Product 0638,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU0639,Product 0639,Store C,11.0,0.5978,Supplier 02,0.0,0.0,0.0
SKU0639,Product 0639,Warehouse,0.0,0.5976,Supplier 02,0.0,0.0,0.0
SKU0640,Product 0640,Warehouse,48.0,0.6201,Supplier 02,0.0,0.0,0.0
SKU0641,Product 0641,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0641,Product 0641,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0641,Product 0641,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0641,Product 0641,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0642,Product 0642,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0642,Product 0642,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0642,Product 0642,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0642,Product 0642,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0643,Product 0643,Store A,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0643,Product 0643,Store B,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0643,Product 0643,Store C,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0643,Product 0643,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
SKU0644,Product 0644,Warehouse,0.0,0.0,Supplier 16,0.0,0.0,0.0
